category,work,urn,text,context,lg_pos,trf_pos,odycy_pos,human_judgement,notes,lg_lemma,trf_lemma,odycy_lemma,lg_gender,trf_gender,odycy_gender,lg_case,trf_case,odycy_case,lg_tense,trf_tense,odycy_tense,lg_mood,trf_mood,odycy_mood,lg_voice,trf_voice,odycy_voice,lg_number,trf_number,odycy_number
morph_case_disagree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:326,στόμα,καὶ [[στόμα]] κεκλήγει Σιμοείσιον · οὐρανίη δὲ,NOUN,NOUN,NOUN,lg+trf,"στόμα is subj of κεκλήγει -> Nom, not Acc. [high]",,,,,,,Nom,Nom,Acc,,,,,,,,,,,,
morph_case_disagree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:190,χιὼν,"ἠέρα παχνώσασα [[χιὼν]] ἐπάλυνεν ἀρούρας ,",NOUN,NOUN,NOUN,lg+trf,"χιών is subj of ἐπάλυνεν -> Nom, not Gen. [high]",,,,,,,Nom,Nom,Gen,,,,,,,,,,,,
morph_case_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:37.452,Σκέλμιν,[[Σκέλμιν]] ἔτι προθέοντα παραΐξας ἐλατῆρα .,NOUN,NOUN,NOUN,trf+odycy,"Σκέλμιν is obj of παραΐξας -> Acc, not Nom. [high]",,,,,,,Nom,Acc,Acc,,,,,,,,,,,,
morph_case_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:21.92,Ῥείη,"πόντιον ἐννοσίγαιον ὀρεστιὰς ὥπλισε [[Ῥείη]] ,",NOUN,NOUN,NOUN,lg+trf,"Ῥείη is subj of ὥπλισε -> Nom, not Dat. [high]",,,,,,,Nom,Nom,Dat,,,,,,,,,,,,
morph_case_disagree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:2.342,ἑϋμμελίης,ὣς δʼ αὕτως ἀπόρουσεν [[ἑϋμμελίης]] Θρασυμήδης,NOUN,NOUN,NOUN,trf+odycy,"ἑϋμμελίης epithet agrees w/ subj Θρασυμήδης -> Nom, not Gen. [high]",,,,,,,Gen,Nom,Nom,,,,,,,,,,,,
morph_case_disagree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:3.456,ἐσχαρόφιν,"αἰὲν ἐπʼ [[ἐσχαρόφιν]] βίοτον κατέδων ὀδύνῃσι ,",NOUN,NOUN,NOUN,lg,ἐπʼ ἐσχαρόφιν 'at the hearth' -- ἐπί + locative sense favors Dat (cf. common ἐπ' ἐσχάρῃ); trf+odycy's Gen less idiomatic here. [med] REVIEW,,,,,,,Dat,Gen,Gen,,,,,,,,,,,,
morph_case_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:20.301,φίλιον,καί [[φίλιον]] σύριγμα συνωρίδες ἔβρεμον αὐλῶν,ADJ,ADJ,ADJ,lg+trf,"φίλιον agrees w/ σύριγμα (obj of ἔβρεμον) -> Acc, not Nom. [high]",,,,,,,Acc,Acc,Nom,,,,,,,,,,,,
morph_case_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:4.75,παρεδριόωσα,"ἀμφιπόλους ἔσσευε · [[παρεδριόωσα]] δὲ μούνῃ ,",VERB,VERB,VERB,trf+odycy,"παρεδριόωσα is a subject participle ('she, sitting beside...') -> Nom, not Acc. [high]",,,,,,,Acc,Nom,Nom,,,,,,,,,,,,
morph_case_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:17.99,μέγα,"ὅν κε θεὸς τιμᾷ , τάχα οἱ [[μέγα]] πῆμα κυλίσθη .",ADJ,ADJ,ADJ,trf+odycy,"μέγα agrees w/ πῆμα, subj of κυλίσθη -> Nom, not Acc. [high]",,,,,,,Acc,Nom,Nom,,,,,,,,,,,,
morph_tense_disagree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:1.896,ἀπεών,μνώεο μὴν [[ἀπεών]] περ ὁμῶς καὶ νόστιμος ἤδη,VERB,VERB,VERB,trf+odycy,"ἀπεών 'being absent' -> Pres participle, not Past. [high]",,,,,,,,,,Past,Pres,Pres,Ind,,,Act,Act,Act,,,
morph_tense_disagree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:2.1078,ξυνίωσι,"ἀνδρῶν κινυμένων , ὁπότε [[ξυνίωσι]] φάλαγγες ,",VERB,VERB,VERB,trf+odycy,"ξυνίωσι 'come together' -> Pres Sub, not Past. [high]",,,,,,,,,,Past,Pres,Pres,Sub,Sub,Sub,Act,Act,Act,,,
morph_tense_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:12.156,πῖπτον,"νηῶν τʼ ὠκυπόρων · νιφάδες δʼ ὡς [[πῖπτον]] ἔραζε ,",VERB,VERB,VERB,trf+odycy,"πῖπτον 'were falling' -> impf/Past, not Pres. [high]",,,,,,,,,,Pres,Past,Past,,Ind,Ind,Act,Act,Act,,,
morph_tense_disagree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:10.309,φυλάσσονται,"ἠέ [[φυλάσσονται]] νῆες θοαὶ ὡς τὸ πάρος περ ,",VERB,VERB,VERB,trf+odycy,"φυλάσσονται 'are guarded' -> Pres, not Fut. [high]",,,,,,,,,,Fut,Pres,Pres,Ind,Ind,Ind,Mid,Mid,Mid,,,
morph_tense_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:11.104,ἵκοισθε,"ἀλλʼ ἔτι μέν κε καὶ ὣς κακά περ πάσχοντες [[ἵκοισθε]] ,",VERB,VERB,VERB,odycy,"ἵκοισθε is an aorist optative ('might arrive') -> stem is Past even though mood is Opt; lg wrong on both axes, trf right mood/wrong tense. [med]",,,,,,,,,,Pres,Pres,Past,Ind,Opt,Opt,Mid,Mid,Mid,,,
morph_tense_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:14.290,ἱκόμεσθα,"ὅς μʼ ἄγε παρπεπιθὼν ᾗσι φρεσίν , ὄφρʼ [[ἱκόμεσθα]]",VERB,VERB,VERB,odycy,"ἱκόμεσθα, 1pl aorist indicative (-μεσθα ending, not subjunctive) 'we arrived' -> Past Ind; lg wrong tense, trf wrong mood. [med]",,,,,,,,,,Pres,Past,Past,Ind,Sub,Ind,Mid,Mid,Mid,,,
morph_tense_disagree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:674,δέδμηντο,"ἀλλʼ οἱ μὲν [[δέδμηντο]] λίνῳ θανάτοιο πανάγρῳ ,",VERB,VERB,VERB,trf+odycy,δέδμηντο is pluperfect ('had been subdued') -> Pqp; lg's generic 'Past' is less precise. [med],,,,,,,,,,Past,Pqp,Pqp,Ind,Ind,Ind,Mid,Mid,Mid,,,
morph_tense_disagree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:106,ἐλήλατο,"ἀμφὶ δέ μιν μέγα τεῖχος [[ἐλήλατο]] , μή τις Ἀχαιῶν",VERB,VERB,VERB,odycy,ἐλήλατο is pluperfect ('had been built') -> Pqp; lg+trf's 'Past' is less precise. [med],,,,,,,,,,Past,Past,Pqp,Ind,Ind,Ind,Mid,Mid,Mid,,,
morph_tense_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:1.390,ἀκούσω,"μὴ νεφεληγερέταο Τυφωέος ἦχον [[ἀκούσω]] ,",VERB,VERB,VERB,trf+odycy,"ἀκούσω after μή (fear clause) is aorist subjunctive -> Past Sub, not Fut Ind. [high]",,,,,,,,,,Fut,Past,Past,Ind,Sub,Sub,Act,Act,Act,,,
morph_tense_disagree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:36.152,κομίσσω,πρὶν Σατύρους καὶ Βάκχου ἀλυκτοπέδῃσι [[κομίσσω]],VERB,VERB,VERB,odycy,κομίσσω after πρίν reads as aorist subjunctive (idiomatic πρίν + subj) -> Past Sub; lg/trf's Pres/Fut Ind less fitting. [med],,,,,,,,,,Pres,Fut,Past,Ind,Ind,Sub,Act,Act,Act,,,
morph_tense_disagree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:8.39,καγχαλόωντες,ὣς δὲ καὶ Ἀργεῖοι μέγα [[καγχαλόωντες]] ἄγερθεν,VERB,VERB,VERB,trf+odycy,"καγχαλόωντες 'exulting' -> Pres participle, not Past. [high]",,,,,,,,,,Past,Pres,Pres,,,,Act,Act,Act,,,
morph_tense_disagree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:5.216,ὕπεικε,"ἔστην καὶ πυρὸς ἄντα καὶ Ἕκτορος , ὅς μοι [[ὕπεικε]]",VERB,VERB,VERB,lg+odycy,"ὕπεικε 'who yielded' -> impf/Past, not Pres. [high]",,,,,,,,,,Past,Pres,Past,Ind,Ind,Ind,Act,Act,Act,,,
morph_tense_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:14.487,μετέσσομαι,"οὔ τοι ἔτι ζωοῖσι [[μετέσσομαι]] , ἀλλά με χεῖμα",VERB,VERB,VERB,lg+odycy,"μετέσσομαι 'I shall be among' -> Fut, not Pres. [high]",,,,,,,,,,Fut,Pres,Fut,Ind,Ind,Ind,Mid,Mid,Mid,,,
morph_tense_disagree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:6.309,ἐφήμενος,τῷ ὅ γε οἰνοποτάζει [[ἐφήμενος]] ἀθάνατος ὥς .,VERB,VERB,VERB,lg+odycy,"ἐφήμενος 'sitting' -> Pres participle, not Past. [high]",,,,,,,,,,Pres,Past,Pres,,,,Mid,Mid,Mid,,,
morph_tense_disagree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:6.444,ἐσσυμένοις,"[[ἐσσυμένοις]] · νῶιν γὰρ ἀάσπετον ἔσσετʼ ὄνειδος ,",VERB,VERB,VERB,trf+odycy,"ἐσσυμένοις is morphologically perfect-stem but used with present/stative force ('eager, in haste') -> Pres by sense-based convention; lg's Past reflects raw stem instead. [med]",,,,,,,,,,Past,Pres,Pres,,,,Mid,Mid,Mid,,,
control_all_agree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:3.757,τὸ,"ὕδατος ἐξανιοῦσα , [[τὸ]] δὴ νέον ἠὲ λέβητι",PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ὁ,ὁ,ὁ,Neut,Neut,Neut,Nom,Nom,Nom,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Argonautica,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2:1.1244,ὅν,"ἄγριος , [[ὅν]] ῥά τε γῆρυς ἀπόπροθεν ἵκετο μήλων ,",PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ὅς,ὅς,ὅς,Masc,Masc,Masc,Acc,Acc,Acc,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:23.449,τοὶ,ἵππους · [[τοὶ]] δὲ πέτοντο κονίοντες πεδίοιο .,PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ὁ,ὁ,ὁ,Masc,Masc,Masc,Nom,Nom,Nom,,,,,,,,,,Plur,Plur,Plur
control_all_agree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:11.219,ὅς,[[ὅς]] τις δὴ πρῶτος Ἀγαμέμνονος ἀντίον ἦλθεν,PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ὅς,ὅς,ὅς,Masc,Masc,Masc,Nom,Nom,Nom,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.240,τά,"αὖα πάλαι , περίκηλα , [[τά]] οἱ πλώοιεν ἐλαφρῶς .",PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ὁ,ὁ,ὁ,Neut,Neut,Neut,Acc,Nom,Nom,,,,,,,,,,Plur,Plur,Plur
control_all_agree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:11.168,οὗ,ἐξ [[οὗ]] τὰ πρώτισθʼ ἑπόμην Ἀγαμέμνονι δίῳ,PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ὅς,ὅς,ὅς,Masc,Masc,Masc,Gen,Gen,Gen,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:38,ἑ,νῆας ἐς ἀγχιάλους · μελίῃ δέ [[ἑ]] μοῦνος ὑποστὰς,PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ἕ,ἕ,ἕ,Masc,Masc,Masc,Acc,Acc,Acc,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Sack of Troy,urn:cts:greekLit:tlg0647.tlg001.perseus-grc2:202,ἄμφω,αὐτὸς δʼ ἐν κεφαλῇ σκοπὸς ἕζετο · τὼ δέ οἱ [[ἄμφω]],ADJ,ADJ,ADJ,all,"Flag: all three tag ἄμφω as Fem, but the word is morphologically gender-indeclinable for 'both' (dual); likely referent is a neuter dual (e.g. eyes/ears) based on surrounding context, so Fem may be a shared spurious default rather than a genuine agreement on a correct value. [low] REVIEW",ἄμφω,ἄμφω,ἄμφω,Fem,Masc,Masc,Acc,Nom,Nom,,,,,,,,,,Dual,Dual,Dual
control_all_agree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:7.294,σὲ,"καὶ [[σὲ]] καὶ ἠριγένειαν ἐμοῖς νεφέεσσι καλύψω ,",PRON,PRON,PRON,all,"σέ has no morphological gender; Masc here is a referent-based inference (addressee context), not empirically verifiable from the token alone -- same caveat as rows 103/104. [low]",σύ,σύ,σύ,Masc,Masc,Masc,Acc,Acc,Acc,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Dionysiaca,urn:cts:greekLit:tlg2045.tlg001.perseus-grc2:37.185,σὺ,"ἀλλὰ [[σὺ]] πατρὸς ἄκουε , καὶ ἵππια κέρδεα τέχνης ,",PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],σύ,σύ,σύ,,Masc,Masc,Nom,Nom,Nom,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:6.635,μιν,εἷλε βαλὼν κατὰ μαζὸν ἀριστερόν · ἀμφὶ δέ [[μιν]] νὺξ,PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],μιν,μιν,μιν,Masc,Masc,Masc,Acc,Acc,Acc,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Posthomerica,urn:cts:greekLit:tlg2046.tlg001.perseus-grc2:1.188,μιν,καὶ δʼ αὖ [[μιν]] παλίνορσον ἐμὸν ποτὶ δῶμα σάωσον,PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],μιν,μιν,μιν,Masc,Masc,Masc,Acc,Acc,Acc,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:19.88,οἵ,"[[οἵ]] τέ μοι εἰν ἀγορῇ φρεσὶν ἔμβαλον ἄγριον ἄτην ,",PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ὅς,ὅς,ὅς,Masc,Masc,Masc,Nom,Nom,Nom,,,,,,,,,,Plur,Plur,Plur
control_all_agree,Odyssey,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:16.61,ἐγώ,"τοιγὰρ [[ἐγώ]] τοι , τέκνον , ἀληθέα πάντʼ ἀγορεύσω .",PRON,PRON,PRON,all,All three agree; spot-checked and correct. [high],ἐγώ,ἐγώ,ἐγώ,Masc,Masc,Masc,Nom,Nom,Nom,,,,,,,,,,Sing,Sing,Sing
control_all_agree,Iliad,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:24.285,κιοίτην,"χρυσέῳ ἐν δέπαϊ , ὄφρα λείψαντε [[κιοίτην]] ·",VERB,VERB,VERB,all,All three agree; spot-checked and correct. [high],κίω,κίω,κίω,,,,,,,,,,Opt,Ind,Opt,,,,Dual,Dual,Dual
